"","business_id","business_name","state","stars","noiselevel","Delivery","WiFi","average_stars","Avuser","TV","Alcohol","OutdoorSeating","Reservations","Attire","category"
"52","-CQokjildrY7UZezXCdEBw","Toddy Shop","NV",5,3,1,2,4.875,4.13325,1,2,0,0,1,"Indian"
"53","-CQokjildrY7UZezXCdEBw","Toddy Shop","NV",5,3,1,2,4.875,4.13325,1,2,0,0,1,"American (Traditional)"
"54","-CbDQXiuKzPQ0_jiUz03aw","Taiga Modern Japanese & Thai Restaurant","NV",4,1,1,0,3.90196078431373,3.80921568627451,0,1,0,1,1,"Japanese"
"55","-CbDQXiuKzPQ0_jiUz03aw","Taiga Modern Japanese & Thai Restaurant","NV",4,1,1,0,3.90196078431373,3.80921568627451,0,1,0,1,1,"Thai"
"56","-Cgs8OSZkwYQmD9CTRjpDQ","Tower 66","BW",3.5,2,0,2,3.27083333333333,3.64604166666667,1,2,1,1,1,"American (Traditional)"
"57","-D9NFU_SZpp5J7VCSsPp1Q","Mirch Masala","WI",4,2,1,0,4.02272727272727,3.90363636363636,0,1,1,0,1,"Indian"
"58","-DnaKAs2oK3rXfrjSvn9ew","Tokyo Cafe","NV",4.5,1,0,0,4.38392857142857,3.979375,0,0,0,0,1,"Japanese"
"59","-Dnh48f029YNugtMKkkI-Q","La Piazza al Forno","AZ",4,2,0,0,4.09669811320755,3.78792452830189,0,1,1,0,1,"Italian"
"60","-DrDzpZaMrNnH55ZVyTXRQ","Black Chile Mexican Grill","AZ",3.5,2,0,0,3.51612903225806,3.85354838709677,1,2,1,1,1,"Mexican"
"61","-DtaPJJ-beogNkDKusGhlA","Toro Sushi","ON",3.5,2,0,2,3.69444444444444,3.49388888888889,0,2,0,1,1,"Japanese"
"62","-DtaPJJ-beogNkDKusGhlA","Toro Sushi","ON",3.5,2,0,2,3.69444444444444,3.49388888888889,0,2,0,1,1,"Korean"
"63","-E99ntlcOByVayPyA9Ak8A","Monk's Bar & Grill - Verona","WI",4,3,0,0,3.8,3.725,1,2,1,0,1,"American (Traditional)"
"64","-EVu9Hy0YzUvfCBc0_1cgQ","The Boardroom Restaurant","NC",4,2,0,0,3.82352941176471,3.78647058823529,1,0,0,0,1,"American (Traditional)"
"65","-F0B5F1YLx7093otwgboxw","Wild Eagle Saloon","OH",4,3,0,2,3.82857142857143,3.94057142857143,1,2,1,0,1,"American (Traditional)"
"66","-FNquqGseSCVMWo7KbK-Tg","Chipotle Mexican Grill","NV",3.5,2,0,0,3.44545454545455,3.65118181818182,0,1,1,0,1,"Mexican"
"67","-FcZY7a7qgxTUlTvwuyJnQ","8 Noodle Bar","NV",3,2,0,2,3.21989528795812,3.68031413612565,0,2,0,0,1,"Chinese"
"68","-FcZY7a7qgxTUlTvwuyJnQ","8 Noodle Bar","NV",3,2,0,2,3.21989528795812,3.68031413612565,0,2,0,0,1,"Japanese"
"69","-FrgepJj0h-OWU1CupUrOQ","Phil's Filling Station Grill","AZ",3.5,2,0,2,3.32183908045977,3.69425287356322,1,2,1,1,1,"American (Traditional)"
"70","-FtngCwHCD2tRlH8jpj_Ag","Hash House A Go Go","NV",3.5,2,0,2,3.25764192139738,3.6803056768559,1,2,0,1,1,"American (Traditional)"
"71","-G7MPSNBpxRJmtrJxdwt7A","La Costa Del Sol","NV",3.5,3,0,0,3.4375,3.5903125,1,0,0,0,1,"Mexican"
"72","-GDfRHphXjccSWhliFHnzg","Macey's Restaurant","ON",3.5,2,0,0,3.35483870967742,3.59838709677419,0,0,0,0,1,"Chinese"
"73","-GOpxpQbDcfioE-vQ55h6A","Villa Massimo","QC",4,1,0,2,4.16666666666667,3.88,0,2,0,1,2,"Italian"
"74","-GOsHrWPC0meDRgkCEgC8w","TWIISTED Burgers & Sushi","OH",4,2,0,2,4.20212765957447,3.85095744680851,1,2,1,1,1,"American (Traditional)"
"75","-GWI_4FktOD7fwHW1DgZCA","Hooters","NC",2.5,3,0,2,2.31666666666667,3.3845,1,2,1,0,1,"American (Traditional)"
"76","-Gh82g_IrQxW59zjNaCldQ","Cafe De Khan","ON",3.5,1,0,0,3.42857142857143,3.23595238095238,1,0,0,1,1,"Indian"
"77","-Glmj_sxqCu0F3G62kFt1Q","Mazzone & Sons Bakery","OH",4,1,0,0,4.2,3.78933333333333,0,0,0,0,1,"Italian"
"78","-Gxe5gKrskrgbWyLkz7UGQ","Jimmy Chung's","EDH",3.5,3,0,0,3.30434782608696,3.7454347826087,0,2,1,1,1,"Chinese"
"79","-HYt7RFN333ATu9UwYcKCg","Chipotle Mexican Grill","OH",3.5,2,0,0,3.42857142857143,3.62071428571429,0,1,1,0,1,"Mexican"
"80","-HgbBv9Yjqv735F9fwCZNg","Red Robin Gourmet Burgers","PA",3,2,0,0,2.76190476190476,3.61535714285714,1,2,1,0,1,"American (Traditional)"
"81","-HlfeTND7PATNVduJ_35lA","Mariko Japanese Restaurant","ON",2,2,1,2,2.16326530612245,3.27918367346939,0,1,0,1,1,"Japanese"
"82","-I27yVw2x_-31_OOMSH02w","Local Loaf","NC",4,2,0,2,4.03825136612022,3.90486338797814,0,1,1,0,1,"American (Traditional)"
"83","-I7Vz5eDjc63xKmmt4Qx4g","Go For Tea","ON",2.5,2,0,2,2.55357142857143,3.21892857142857,0,0,1,1,1,"Chinese"
"84","-ITj6Pu8Gdw8MmLf0XBEKQ","Sushi Station","AZ",4,2,0,0,3.84591194968553,3.80845911949686,1,1,0,0,1,"Japanese"
"85","-IZvuqxekWEvJqDw308daQ","Los Favoritos Tacos Shop","AZ",3.5,2,0,0,3.58536585365854,3.68073170731707,0,0,0,0,1,"Mexican"
"86","-Ipm_8YXj9UoNNHagCvsNg","Aoyama Sushi Restaurant","ON",4,2,0,0,4.00666666666667,3.5636,0,1,0,1,1,"Japanese"
"87","-J6FVdY9pSgAdFmmalO-pQ","Jatujak","ON",4,2,1,2,3.88484848484848,3.61618181818182,0,2,0,1,1,"Thai"
"88","-JFVxwdVQfX207554dx1nw","Teriyaki Madness","NV",3.5,2,0,2,3.46610169491525,3.65330508474576,0,0,1,0,1,"Japanese"
"89","-JfncbVURtvuzBbof40o1w","The Cafe at Monte Carlo","NV",2.5,2,0,2,2.55714285714286,3.54971428571429,0,2,0,1,1,"American (Traditional)"
"90","-Js0NjBhIXdH343IDLeKpA","Denny's","PA",3,2,0,2,2.75,3.28416666666667,1,0,0,0,1,"American (Traditional)"
"91","-K3kqmykKlhlB4arCsLHOw","Bawarchi Indian Cuisine","AZ",3,2,1,0,2.83653846153846,3.19644230769231,0,0,0,0,1,"Indian"
"92","-K82LBrI3H0FVuhTbNDpRA","Shoku Ramen","NV",3.5,2,0,2,3.45089285714286,3.71589285714286,0,2,0,0,1,"Japanese"
"93","-K_qGSp7q61BkkjP_FSsEQ","John's Diner","OH",3.5,2,0,0,3.26470588235294,3.69176470588235,0,0,0,0,1,"American (Traditional)"
"94","-L88B-PrtzwujhLuYc2k_g","Joe Badali's Ristorante Italiano & Bar","ON",3,2,0,0,3.13131313131313,3.54454545454545,1,2,1,1,1,"Italian"
"95","-LAiusd8GnWFR8atxbT-Vw","Los Arcos Mexican Restaurant","NC",3,1,0,0,3.1304347826087,3.45652173913043,1,2,1,0,1,"Mexican"
"96","-Levln3VcfeXS4iHt5ct9A","Nozy","QC",4.5,1,0,0,4.41860465116279,3.87651162790698,0,1,0,1,1,"Japanese"
"97","-LfTBo0oa_uD454ScEW2XA","Merry-Ann's Diner","IL",3.5,3,1,2,3.25581395348837,3.64883720930233,1,0,0,0,1,"American (Traditional)"
"98","-M9S1wlZTvv6T9EOo5X2Yw","Grandeur Palace","ON",2.5,2,0,0,2.51428571428571,3.38342857142857,0,2,0,1,1,"Chinese"
"99","-Ma5JqzuI_3xIAtpNJfQ2g","Krachai Thai Kitchen","AZ",4,1,0,0,4.15436241610738,3.87469798657718,0,0,0,0,1,"Thai"
"100","-Mm4YqCDM5CqSDDh7HI6Zw","Crust","OH",4,3,0,0,3.8695652173913,3.58,0,0,1,0,1,"Italian"
"101","-MuatiMmslPOvk9kOMyjkA","Charleston's","AZ",4,2,0,2,3.92694063926941,3.77,1,2,1,1,1,"American (Traditional)"
"102","-Mz3M0g6iFZczs6a7ddf5g","Le Serpent","QC",4.5,3,0,0,4.38636363636364,3.97170454545455,0,2,0,1,2,"French"
"103","-Mz3M0g6iFZczs6a7ddf5g","Le Serpent","QC",4.5,3,0,0,4.38636363636364,3.97170454545455,0,2,0,1,2,"Italian"
"104","-N_YCDH4HijYnJ-RisQfHA","Harry Buffalo","OH",3.5,2,0,2,3.54285714285714,3.71628571428571,1,2,1,0,1,"American (Traditional)"
"105","-NjZ5HZApXjRJaTVZeSO_w","San Salvador Restaurant","NV",4,1,0,0,3.84210526315789,3.93052631578947,1,1,0,0,1,"Mexican"
"106","-O7uy8mcz1UEO-D604dRPw","Serafina's Pizza","PA",4.5,2,1,0,4.26666666666667,3.872,1,0,0,0,1,"Italian"
"107","-OD5KnGJk4Ld8IVa2jAuFA","First Watch - Breakfast, Brunch & Lunch","OH",4,3,0,2,4.05555555555556,3.82722222222222,0,0,1,0,1,"American (Traditional)"
"108","-OEIW0dO96-492qa_luxaw","Aces & Ales","NV",4,2,1,2,4.02904564315353,3.80174273858921,1,2,0,1,1,"American (Traditional)"
"109","-OOVJcc1-qOUqI9131u0gw","Carlos O'Brien's Mexican Restaurant - Avondale","AZ",3,2,0,0,3.03333333333333,3.54122222222222,1,2,1,1,1,"Mexican"
"110","-ORqiS4L-8pq3dLsUazXTg","Asian House","PA",4,1,0,0,3.75,3.775,0,0,0,0,1,"Chinese"
"111","-ORqiS4L-8pq3dLsUazXTg","Asian House","PA",4,1,0,0,3.75,3.775,0,0,0,0,1,"Thai"
"112","-Oj_rs84KRFOTtbeQXPB7Q","Red Kimchi Korean Restaurant","AZ",3,2,0,0,3.19047619047619,3.79466666666667,0,1,0,0,1,"Korean"
"113","-PGsEXB6DFTVKa1eDOlzWA","Black Bear Diner","NV",3.5,2,0,2,3.27777777777778,3.65587301587302,0,0,0,0,1,"American (Traditional)"
"114","-PJgh1XoQBMnnSgg6MhmMA","Hong Kong Chinese Cuisine","AZ",3.5,1,1,0,3.45454545454545,3.61424242424242,0,0,0,0,1,"Chinese"
"115","-PKUAor_Nz_IaNjP_jIwyA","Playa Cabana - Hacienda","ON",3.5,3,0,0,3.37,3.5562,0,2,1,1,1,"Mexican"
"116","-PUPEpMsjBjk_rX5lFaWng","Pesto's","AZ",4,2,0,0,4.23645320197044,3.93133004926108,1,2,0,1,1,"Italian"
"117","-PnZ5_XurjYgoqIKd3p1RA","Carribean Cowboy","OH",2.5,2,0,0,2.25,2.7675,1,2,1,1,1,"American (Traditional)"
"118","-QC71Wuh0TyJI0RAZ3d0Iw","Chipotle Mexican Grill","NC",3,2,0,0,3.05,3.5,0,0,1,0,1,"Mexican"
"119","-QNQ4R1VgRoL4b6lC8Anrg","Mizuya","NV",3,2,0,0,2.93913043478261,3.70808695652174,1,2,0,1,1,"Japanese"
"120","-QOz-2NrDkXjgKYEGBQZhA","Osechi Japanese Cuisine","ON",2.5,2,1,0,2.64705882352941,3.43705882352941,0,2,0,1,1,"Japanese"
"121","-QOz-2NrDkXjgKYEGBQZhA","Osechi Japanese Cuisine","ON",2.5,2,1,0,2.64705882352941,3.43705882352941,0,2,0,1,1,"Thai"
"122","-QgX4QofONhh6XFZ4Zbnvw","Taiko","AZ",4,2,0,0,3.98181818181818,3.86263636363636,1,1,0,1,1,"Japanese"
"123","-QjnuSMIAJhcwOc-8BqalA","Melt University","OH",3,3,0,2,3.16666666666667,3.53833333333333,0,0,1,0,1,"American (Traditional)"
"124","-Qkx7W0itbAApcG5lJuMFQ","Jaburritos","NV",4.5,2,0,2,4.47457627118644,3.94025423728814,0,0,1,0,1,"Japanese"
"125","-Qkx7W0itbAApcG5lJuMFQ","Jaburritos","NV",4.5,2,0,2,4.47457627118644,3.94025423728814,0,0,1,0,1,"Mexican"
"126","-R2kwt0qMnzwEdAfXPvkXg","Udipi Cafe","PA",4,2,0,0,4.00377358490566,3.65603773584906,0,0,0,0,1,"Indian"
"127","-RIWE3MU3GCHM5KIW7PLww","Polo's Italian Cuisine","AZ",4,2,0,0,3.77586206896552,3.85,1,2,0,1,1,"Italian"
"128","-RJ216TTIghZshCkUlD1WQ","Sushi Takashi","NV",4.5,2,0,2,4.60185185185185,3.96689814814815,1,1,0,1,1,"Japanese"
"129","-RN70NJDP02wVcrg5yPO8Q","The Hangar Food and Spirits","AZ",4,2,0,2,4.04,3.9692,1,2,1,0,1,"American (Traditional)"
"130","-RmFfWUyUU1RPIGtih7J-w","Grand China","NV",3.5,1,1,0,3.70408163265306,3.7180612244898,1,1,0,0,1,"Chinese"
"131","-Rsv3qjpn46VK3pBiJxPxg","Rodney's Restaurant & Lounge","PA",3.5,2,0,0,3.375,3.41333333333333,1,2,1,1,1,"American (Traditional)"
"132","-S1BkxguVmi2G_O6Bcoabg","Steak 'n Shake","IL",2.5,2,0,0,2.48780487804878,3.54853658536585,0,0,0,0,1,"American (Traditional)"
"133","-SUammmS2p6c5GuuGA-kmw","Buon Giorno Cafe","PA",4,2,1,2,4,3.92066666666667,0,0,1,1,1,"Italian"
"134","-TVXOYL6kvKP1uW6ND9PIg","Whataburger","AZ",3.5,2,0,0,3.3,3.622,0,0,0,0,1,"American (Traditional)"
"135","-Tpo5r3kF_z4iilx8JXhvA","Basil Box","ON",3.5,2,1,2,3.72972972972973,3.65126126126126,0,0,0,0,1,"Thai"
"136","-U7tvCtaraTQ9b0zBhpBMA","MGM Grand Buffet","NV",2.5,2,0,2,2.62474012474012,3.58571725571726,0,2,0,0,1,"American (Traditional)"
"137","-UPP0Q_kZsuQ2zZ1k7lbyQ","Tasty Delight Fusion Cuisine","ON",3,2,0,0,2.85714285714286,3.10892857142857,0,0,0,0,1,"Chinese"
"138","-UjCvAsvBOr19y8lqPueiQ","China Garden","PA",3,1,0,0,2.76470588235294,3.45647058823529,0,0,0,0,1,"Chinese"
"139","-Ut87cwGFsO3444Rd11p0Q","Federico's Mexican Food","AZ",3.5,2,0,2,3.46296296296296,3.65833333333333,1,0,0,0,1,"Mexican"
"140","-VYYKJBVTX1BtaJU4eFJ8A","Teriyaki Madness","NV",3.5,2,0,0,3.45217391304348,3.72034782608696,1,0,0,0,1,"Japanese"
"141","-Vk9BMbpL2hcv4SZTuk4TA","The Italian Spoon","AZ",3.5,1,1,0,3.625,3.4925,1,0,0,1,1,"Italian"
"142","-W1bYeAk18xShlb6_Yb2Ig","Ciro's","ON",2.5,2,0,0,2.60606060606061,3.60727272727273,1,2,1,0,1,"Thai"
"143","-WE0z2uUAajXvd-fRmHS5w","Famous Pizza & Pasta","ON",3,1,0,2,3.2,3.422,1,0,0,1,1,"Italian"
"144","-WVF5DKZeEWlMK8Cucto-A","Savoy","PA",3.5,2,0,2,3.71666666666667,3.70825,1,2,1,1,2,"American (Traditional)"
"145","-WnpBf7pAJNNFdvhv2sE5g","Chuck's Grill","NC",4,2,0,0,3.97560975609756,3.87756097560976,1,0,0,0,1,"American (Traditional)"
"146","-X3Cti2B7VnZAileP6R0qw","Xanadu Chinese Restaurant","EDH",4,1,1,0,4.16666666666667,3.695,0,2,0,1,1,"Chinese"
"147","-XH3-e3jDVdjHJq7GfNY7w","Asian Taste Restaurant","IL",3.5,1,0,0,3.5,3.76666666666667,0,0,1,0,1,"Chinese"
"148","-X_w25LQmz6SDcJIFyAPJw","Roberto's Taco Shop","NV",3,2,0,0,3.0561797752809,3.52134831460674,0,0,0,0,1,"Mexican"
"149","-Y1tpIKA_HIH9fWiCW8VPQ","Warawara Japanese Ramen","BW",2.5,2,0,0,2.42857142857143,3.08571428571429,0,0,0,1,1,"Japanese"
"150","-YBC5pR2eW0C2sPygH25MA","Chipotle Mexican Grill","NV",3,2,0,0,3.03225806451613,3.54161290322581,0,1,1,0,1,"Mexican"
"151","-YCd2_DdJUeZx3RRcmIZ_g","Taco Bell","NV",2,2,0,0,2.17647058823529,3.20764705882353,0,0,0,0,1,"Mexican"
"152","-YR7K3rw6VAQ1-MjslvsoQ","Eastwind Sushi & Grill","AZ",3,2,0,0,3.21527777777778,3.72298611111111,1,1,1,0,1,"Japanese"
"153","-YUq9cyBDncEIDf5aUEGhw","Hole 'n One","AZ",4,3,0,0,4,3.93083333333333,1,0,0,0,1,"American (Traditional)"
"154","-YWr1wm_NaAlgEf9TZzsMQ","Jumbo Super Buffet","NV",2.5,2,0,0,2.29213483146067,3.1652808988764,0,0,0,0,1,"Chinese"
"155","-Ylpy3VyRWwubf9dysuwjQ","The Cheesecake Factory","NV",4,2,0,0,3.80483271375465,3.72637546468401,1,2,0,1,1,"American (Traditional)"
"156","-YxR1MgbIe3k__YBdbLwXw","Thali Cuisine Indienne","QC",3.5,2,1,0,3.66666666666667,3.74196078431373,0,0,0,1,1,"Indian"
"157","-_5dPMqd2-dZh8xSSmw3Ag","Panda Express","AZ",3,3,0,0,2.875,3.488125,0,0,0,0,1,"Chinese"
"158","-_DxZ8gKU50sfuZEu4ypKg","Saigon Restaurant and Bar","OH",4,2,0,0,3.78787878787879,3.84581818181818,0,2,1,1,1,"Thai"
"159","-_DxZ8gKU50sfuZEu4ypKg","Saigon Restaurant and Bar","OH",4,2,0,0,3.78787878787879,3.84581818181818,0,2,1,1,1,"Chinese"
"160","-_O0VCqTfHWwweJsj7khNg","Chipotle Mexican Grill","OH",3,4,0,0,2.94444444444444,3.18444444444444,0,1,1,0,1,"Mexican"
"161","-_nz_8EPGQKKTd8loQDgXQ","Salsarita's Fresh Mexican Grill","NC",3,2,0,2,3.22727272727273,3.45136363636364,1,0,1,0,1,"Mexican"
"162","-_xSWL2yxziy9aDHH6swBw","Taco Bell","PA",2.5,2,0,0,2.625,3.545,0,0,0,0,1,"Mexican"
"163","-a6tEeSq2YJyJNqq6TyMlA","Hamaru Sushi","ON",4,2,0,0,3.96153846153846,3.80038461538462,1,2,0,1,1,"Japanese"
"164","-aMC2Dy2rqHicz9HjmXimA","Mattie's Diner","NC",4,2,0,0,3.76506024096386,3.79493975903614,0,0,1,0,1,"American (Traditional)"
"165","-aMU1eiKsQcWY8zot1HT2w","The Star Fastfood","ON",2.5,2,0,0,2.66666666666667,3.77666666666667,1,0,0,0,1,"Chinese"
"166","-av1lZI1JDY_RZN2eTMnWg","Salad King Restaurant","ON",3.5,3,0,0,3.49420849420849,3.56404118404118,0,1,0,1,1,"Thai"
"167","-b-waFIsc6BJdXWOJMRKEQ","Marinellas Italian Restaurant","ON",4.5,2,0,2,4.34736842105263,3.72168421052632,1,2,1,1,1,"Italian"
"168","-bMZCfTK7fxFaURynKpBMA","Mariscos Playa Hermosa","AZ",4.5,2,0,2,4.36,3.86505,1,2,0,1,1,"Mexican"
"169","-cBQKodqi77Q0vk-9iDvQA","Fat Tuesday","AZ",3.5,3,0,2,3.49411764705882,3.682,1,2,1,0,1,"American (Traditional)"
"170","-cKjQJsU73tLKFA4unJbww","QDOBA Mexican Eats","PA",3,2,0,0,3,3.546,1,0,1,0,1,"Mexican"
"171","-cZOrBfMRkNRSYm02SiY7w","V Deep","EDH",3,2,0,0,3,3.95444444444444,1,2,0,1,1,"Indian"
"172","-cxD1NimFldATDUsN-oa3A","Coasta Cantina","NV",2,2,0,0,2.21739130434783,3.56826086956522,0,2,0,1,1,"Mexican"
"173","-d0Ou1JmEK2j5HR4PGMahA","IHOP","NV",3,2,0,0,3.1304347826087,3.69782608695652,0,0,0,0,1,"American (Traditional)"
